"","X.1","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"43",43,"ManUtd","Swansea",43,985,2288,43,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"44",44,"ManUtd","Swansea",44,985,2288,44,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"45",45,"ManUtd","Swansea",45,985,2288,45,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"46",46,"ManUtd","Swansea",46,985,2288,46,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"47",47,"ManUtd","Swansea",47,985,2288,47,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"48",48,"ManUtd","Swansea",48,985,2288,48,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"49",49,"ManUtd","Swansea",49,985,2288,49,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"50",50,"ManUtd","Swansea",50,985,2288,50,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"51",51,"ManUtd","Swansea",51,985,2288,51,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"52",52,"ManUtd","Swansea",52,985,2288,52,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"53",53,"ManUtd","Swansea",53,985,2288,53,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"54",54,"ManUtd","Swansea",54,985,2288,54,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"55",55,"ManUtd","Swansea",55,985,2288,55,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"56",56,"ManUtd","Swansea",56,985,2288,56,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"57",57,"ManUtd","Swansea",57,985,2288,57,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"58",58,"ManUtd","Swansea",58,985,2288,58,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"59",59,"ManUtd","Swansea",59,985,2288,59,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"60",60,"ManUtd","Swansea",60,985,2288,60,1,1,0,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"61",61,"ManUtd","Swansea",61,985,2288,61,1,1,1,1,0,0,0,0,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"62",62,"ManUtd","Swansea",62,985,2288,62,1,1,1,1,0,0,0,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"63",63,"ManUtd","Swansea",63,985,2288,63,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"64",64,"ManUtd","Swansea",64,985,2288,64,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"65",65,"ManUtd","Swansea",65,985,2288,65,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"66",66,"ManUtd","Swansea",66,985,2288,66,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"67",67,"ManUtd","Swansea",67,985,2288,67,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"68",68,"ManUtd","Swansea",68,985,2288,68,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"69",69,"ManUtd","Swansea",69,985,2288,69,1,1,1,1,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"70",70,"ManUtd","Swansea",70,985,2288,70,1,1,1,2,0,0,1,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"71",71,"ManUtd","Swansea",71,985,2288,71,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"72",72,"ManUtd","Swansea",72,985,2288,72,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"73",73,"ManUtd","Swansea",73,985,2288,73,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"74",74,"ManUtd","Swansea",74,985,2288,74,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"75",75,"ManUtd","Swansea",75,985,2288,75,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"76",76,"ManUtd","Swansea",76,985,2288,76,1,1,1,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"77",77,"ManUtd","Swansea",77,985,2288,77,1,1,2,2,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"78",78,"ManUtd","Swansea",78,985,2288,78,1,1,2,3,0,0,2,1,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"79",79,"ManUtd","Swansea",79,985,2288,79,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"80",80,"ManUtd","Swansea",80,985,2288,80,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"81",81,"ManUtd","Swansea",81,985,2288,81,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"82",82,"ManUtd","Swansea",82,985,2288,82,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"83",83,"ManUtd","Swansea",83,985,2288,83,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"84",84,"ManUtd","Swansea",84,985,2288,84,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"85",85,"ManUtd","Swansea",85,985,2288,85,1,1,2,3,0,0,2,2,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"86",86,"ManUtd","Swansea",86,985,2288,86,1,1,2,3,0,0,2,3,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"87",87,"ManUtd","Swansea",87,985,2288,87,1,1,2,3,0,0,2,3,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"88",88,"ManUtd","Swansea",88,985,2288,88,1,1,2,3,0,0,3,3,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"89",89,"ManUtd","Swansea",89,985,2288,89,1,1,2,3,0,0,3,3,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
"90",90,"ManUtd","Swansea",90,985,2288,90,1,1,2,3,0,0,3,3,0,0,"TIE",9,9,31,10,10,11,41,1,40,1,1,31,25,3,3,72,39,78
